state_abbr,year,month,total_crimes
RI,2012,4,4594
RI,2012,5,4968
RI,2012,6,4613
RI,2012,7,4936
RI,2012,8,5179
RI,2012,9,4630
RI,2012,10,4538
RI,2012,11,4173
RI,2012,12,4009
RI,2013,1,4162
RI,2013,2,3309
RI,2013,3,3920
RI,2013,4,4018
RI,2013,5,4426
RI,2013,6,4541
RI,2013,7,4953
RI,2013,8,4878
RI,2013,9,4408
RI,2013,10,4732
RI,2013,11,4079
RI,2013,12,4002
RI,2014,1,3738
RI,2014,2,2947
RI,2014,3,3789
RI,2014,4,4075
RI,2014,5,4244
RI,2014,6,4256
RI,2014,7,4596
RI,2014,8,4490
RI,2014,9,4176
RI,2014,10,4240
RI,2014,11,3845
RI,2014,12,3811
RI,2015,1,3294
RI,2015,2,2560
RI,2015,3,3577
RI,2015,4,3827
RI,2015,5,4129
RI,2015,6,3945
RI,2015,7,4458
RI,2015,8,4377
RI,2015,9,4118
RI,2015,10,3988
RI,2015,11,3725
RI,2015,12,3868
RI,2016,1,3527
RI,2016,2,2845
RI,2016,3,3672
RI,2016,4,3357
RI,2016,5,3769
RI,2016,6,4006
RI,2016,7,3998
RI,2016,8,4284
RI,2016,9,3931
RI,2016,10,3912
RI,2016,11,3389
RI,2016,12,3327
RI,2017,1,3455
RI,2017,2,2770
RI,2017,3,3226
RI,2017,4,3555
RI,2017,5,3728
RI,2017,6,3947
RI,2017,7,4121
RI,2017,8,4001
RI,2017,9,4010
RI,2017,10,4055
RI,2017,11,3715
RI,2017,12,3343
RI,2018,1,3262
RI,2018,2,3164
RI,2018,3,3289
RI,2018,4,3302
RI,2018,5,3816
RI,2018,6,3680
RI,2018,7,3849
RI,2018,8,3918
RI,2018,9,3617
RI,2018,10,3591
RI,2018,11,3151
RI,2018,12,3268
RI,2019,1,3230
RI,2019,2,2856
RI,2019,3,2971
RI,2019,4,3079
RI,2019,5,3266
RI,2019,6,3262
RI,2019,7,3555
RI,2019,8,3744
RI,2019,9,3542
RI,2019,10,3660
RI,2019,11,3217
RI,2019,12,2943
SC,2006,1,32393
SC,2006,2,27648
SC,2006,3,33723
SC,2006,4,34157
SC,2006,5,37479
SC,2006,6,35490
SC,2006,7,37533
SC,2006,8,36366
SC,2006,9,35461
SC,2006,10,34980
SC,2006,11,32357
SC,2006,12,33358
SC,2007,1,32562
SC,2007,2,29025
SC,2007,3,35966
SC,2007,4,35810
SC,2007,5,38931
SC,2007,6,36787
SC,2007,7,38706
SC,2007,8,37797
SC,2007,9,35930
SC,2007,10,36450
SC,2007,11,33658
SC,2007,12,33210
SC,2008,1,32902
SC,2008,2,29983
SC,2008,3,34793
SC,2008,4,35144
SC,2008,5,37005
SC,2008,6,36265
SC,2008,7,36971
SC,2008,8,34521
SC,2008,9,35294
SC,2008,10,35226
SC,2008,11,31622
SC,2008,12,32066
SC,2009,1,30874
SC,2009,2,27192
SC,2009,3,31779
SC,2009,4,32877
SC,2009,5,35057
SC,2009,6,32567
SC,2009,7,35919
SC,2009,8,35132
SC,2009,9,33170
SC,2009,10,33558
SC,2009,11,30140
SC,2009,12,29844
SC,2010,1,29430
SC,2010,2,25464
SC,2010,3,32004
SC,2010,4,33406
SC,2010,5,35030
SC,2010,6,34146
SC,2010,7,35380
SC,2010,8,33828
SC,2010,9,32694
SC,2010,10,33187
SC,2010,11,29638
SC,2010,12,29530
SC,2011,1,28324
SC,2011,2,25871
SC,2011,3,31246
SC,2011,4,32600
SC,2011,5,34633
SC,2011,6,33934
SC,2011,7,34924
SC,2011,8,34510
SC,2011,9,33122
SC,2011,10,32135
SC,2011,11,30933
SC,2011,12,31138
SC,2012,1,30442
SC,2012,2,26981
SC,2012,3,32006
SC,2012,4,31727
SC,2012,5,34804
SC,2012,6,33560
SC,2012,7,33466
SC,2012,8,33103
SC,2012,9,31210
SC,2012,10,31866
SC,2012,11,29082
SC,2012,12,28589
SC,2013,1,29518
SC,2013,2,24371
SC,2013,3,28641
SC,2013,4,29974
SC,2013,5,33078
SC,2013,6,31071
SC,2013,7,32464
SC,2013,8,31704
SC,2013,9,29943
SC,2013,10,30596
SC,2013,11,28461
SC,2013,12,28028
SC,2014,1,27834
SC,2014,2,24601
SC,2014,3,28637
SC,2014,4,30139
SC,2014,5,33635
SC,2014,6,31453
SC,2014,7,32708
SC,2014,8,31733
SC,2014,9,30526
SC,2014,10,30639
SC,2014,11,26947
SC,2014,12,27328
SC,2015,1,28265
SC,2015,2,23168
SC,2015,3,28993
SC,2015,4,29235
SC,2015,5,32415
SC,2015,6,30463
SC,2015,7,31747
SC,2015,8,31492
SC,2015,9,30490
SC,2015,10,29961
SC,2015,11,27718
SC,2015,12,29057
SC,2016,1,28211
SC,2016,2,25407
SC,2016,3,29386
SC,2016,4,29693
SC,2016,5,31562
SC,2016,6,30863
SC,2016,7,30848
SC,2016,8,30438
SC,2016,9,28586
SC,2016,10,28930
SC,2016,11,27397
SC,2016,12,28275
SC,2017,1,29583
SC,2017,2,25973
SC,2017,3,28465
SC,2017,4,28998
SC,2017,5,30765
SC,2017,6,29748
SC,2017,7,30433
SC,2017,8,29867
SC,2017,9,29642
SC,2017,10,28798
SC,2017,11,27574
SC,2017,12,25637
SC,2018,1,25761
SC,2018,2,25641
SC,2018,3,28777
SC,2018,4,28325
SC,2018,5,30575
SC,2018,6,29061
SC,2018,7,30533
SC,2018,8,31023
SC,2018,9,28176
SC,2018,10,29053
SC,2018,11,27093
SC,2018,12,27291
SC,2019,1,27132
SC,2019,2,24918
SC,2019,3,26736
SC,2019,4,27071
SC,2019,5,29994
SC,2019,6,28529
SC,2019,7,29563
SC,2019,8,28391
SC,2019,9,27568
SC,2019,10,27197
SC,2019,11,24531
SC,2019,12,25675
SD,2006,1,2168
SD,2006,2,1693
SD,2006,3,2018
SD,2006,4,2197
SD,2006,5,2317
SD,2006,6,2355
SD,2006,7,2495
SD,2006,8,2396
SD,2006,9,1931
SD,2006,10,2081
SD,2006,11,1830
SD,2006,12,1788
SD,2007,1,1896
SD,2007,2,1598
SD,2007,3,2083
SD,2007,4,2285
SD,2007,5,2555
SD,2007,6,2519
SD,2007,7,2609
SD,2007,8,2600
SD,2007,9,2453
SD,2007,10,2518
SD,2007,11,2134
SD,2007,12,2058
SD,2008,1,2173
SD,2008,2,1844
SD,2008,3,2171
SD,2008,4,2438
SD,2008,5,2731
SD,2008,6,2633
SD,2008,7,2880
SD,2008,8,2926
SD,2008,9,2515
SD,2008,10,2650
SD,2008,11,2295
SD,2008,12,2068
SD,2009,1,2088
SD,2009,2,2023
SD,2009,3,2422
SD,2009,4,2467
SD,2009,5,2865
SD,2009,6,2787
SD,2009,7,2994
SD,2009,8,2904
SD,2009,9,2674
SD,2009,10,2326
SD,2009,11,2609
SD,2009,12,2033
SD,2010,1,2164
SD,2010,2,1853
SD,2010,3,2595
SD,2010,4,2721
SD,2010,5,2707
SD,2010,6,2810
SD,2010,7,3050
SD,2010,8,3056
SD,2010,9,2535
SD,2010,10,2936
SD,2010,11,2426
SD,2010,12,2196
SD,2011,1,2192
SD,2011,2,1856
SD,2011,3,2260
SD,2011,4,2548
SD,2011,5,2922
SD,2011,6,2964
SD,2011,7,3294
SD,2011,8,3174
SD,2011,9,2762
SD,2011,10,2813
SD,2011,11,2500
SD,2011,12,2773
SD,2012,1,2691
SD,2012,2,2436
SD,2012,3,3001
SD,2012,4,2971
SD,2012,5,3159
SD,2012,6,3310
SD,2012,7,3521
SD,2012,8,3460
SD,2012,9,3101
SD,2012,10,2991
SD,2012,11,2683
SD,2012,12,2488
SD,2013,1,2518
SD,2013,2,2362
SD,2013,3,2798
SD,2013,4,2649
SD,2013,5,2827
SD,2013,6,3291
SD,2013,7,3287
SD,2013,8,3388
SD,2013,9,3071
SD,2013,10,2995
SD,2013,11,2792
SD,2013,12,2492
SD,2014,1,2611
SD,2014,2,2364
SD,2014,3,2836
SD,2014,4,2987
SD,2014,5,3310
SD,2014,6,3062
SD,2014,7,3377
SD,2014,8,3794
SD,2014,9,3229
SD,2014,10,3162
SD,2014,11,2728
SD,2014,12,2709
SD,2015,1,2873
SD,2015,2,2558
SD,2015,3,3338
SD,2015,4,3398
SD,2015,5,3378
SD,2015,6,3372
SD,2015,7,3758
SD,2015,8,3819
SD,2015,9,3545
SD,2015,10,3506
SD,2015,11,3110
SD,2015,12,3129
SD,2016,1,3139
SD,2016,2,2985
SD,2016,3,3509
SD,2016,4,3685
SD,2016,5,3768
SD,2016,6,3665
SD,2016,7,3955
SD,2016,8,4028
SD,2016,9,3632
SD,2016,10,3667
SD,2016,11,3152
SD,2016,12,2859
SD,2017,1,3004
SD,2017,2,2989
SD,2017,3,3466
SD,2017,4,3345
SD,2017,5,3551
SD,2017,6,3646
SD,2017,7,3807
SD,2017,8,4075
SD,2017,9,3658
SD,2017,10,3552
SD,2017,11,3396
SD,2017,12,3292
SD,2018,1,3145
SD,2018,2,2769
SD,2018,3,3300
SD,2018,4,3241
SD,2018,5,3729
SD,2018,6,3682
SD,2018,7,3898
SD,2018,8,4094
SD,2018,9,3612
SD,2018,10,3543
SD,2018,11,3269
SD,2018,12,3133
SD,2019,1,3199
SD,2019,2,2790
SD,2019,3,3227
SD,2019,4,3452
SD,2019,5,3868
SD,2019,6,3808
SD,2019,7,3810
SD,2019,8,4240
SD,2019,9,3959
SD,2019,10,3839
SD,2019,11,3450
SD,2019,12,3405
TN,2006,1,44712
TN,2006,2,37225
TN,2006,3,45210
TN,2006,4,46273
TN,2006,5,48500
TN,2006,6,48035
TN,2006,7,49954
TN,2006,8,49720
TN,2006,9,47585
TN,2006,10,47029
TN,2006,11,44082
TN,2006,12,44338
TN,2007,1,43857
TN,2007,2,37996
TN,2007,3,48309
TN,2007,4,47364
TN,2007,5,51144
TN,2007,6,49085
TN,2007,7,51173
TN,2007,8,50769
TN,2007,9,47680
TN,2007,10,47710
TN,2007,11,44554
TN,2007,12,44395
TN,2008,1,42518
TN,2008,2,39027
TN,2008,3,45583
TN,2008,4,47154
TN,2008,5,49736
TN,2008,6,48873
TN,2008,7,50481
TN,2008,8,49835
TN,2008,9,48470
TN,2008,10,46894
TN,2008,11,42587
TN,2008,12,41850
TN,2009,1,40766
TN,2009,2,37453
TN,2009,3,44118
TN,2009,4,45900
TN,2009,5,47988
TN,2009,6,46941
TN,2009,7,48748
TN,2009,8,48418
TN,2009,9,45233
TN,2009,10,45278
TN,2009,11,41783
TN,2009,12,39874
TN,2010,1,37695
TN,2010,2,34252
TN,2010,3,43360
TN,2010,4,44701
TN,2010,5,46031
TN,2010,6,46347
TN,2010,7,47199
TN,2010,8,47066
TN,2010,9,44890
TN,2010,10,44809
TN,2010,11,40843
TN,2010,12,38767
TN,2011,1,37352
TN,2011,2,34234
TN,2011,3,41685
TN,2011,4,43188
TN,2011,5,44904
TN,2011,6,44390
TN,2011,7,46520
TN,2011,8,47434
TN,2011,9,43959
TN,2011,10,42880
TN,2011,11,40712
TN,2011,12,40927
TN,2012,1,40699
TN,2012,2,36609
TN,2012,3,42736
TN,2012,4,42917
TN,2012,5,45389
TN,2012,6,44075
TN,2012,7,44155
TN,2012,8,43329
TN,2012,9,40875
TN,2012,10,40809
TN,2012,11,37679
TN,2012,12,38003
TN,2013,1,38338
TN,2013,2,32940
TN,2013,3,37051
TN,2013,4,39527
TN,2013,5,42671
TN,2013,6,41897
TN,2013,7,42325
TN,2013,8,42868
TN,2013,9,39557
TN,2013,10,40645
TN,2013,11,36062
TN,2013,12,35294
TN,2014,1,36002
TN,2014,2,31479
TN,2014,3,37419
TN,2014,4,39344
TN,2014,5,42314
TN,2014,6,40388
TN,2014,7,41699
TN,2014,8,41683
TN,2014,9,39791
TN,2014,10,39662
TN,2014,11,35052
TN,2014,12,35575
TN,2015,1,36066
TN,2015,2,27839
TN,2015,3,36575
TN,2015,4,39324
TN,2015,5,41326
TN,2015,6,39937
TN,2015,7,41659
TN,2015,8,41380
TN,2015,9,39301
TN,2015,10,39082
TN,2015,11,36789
TN,2015,12,37960
TN,2016,1,36347
TN,2016,2,33637
TN,2016,3,38972
TN,2016,4,40037
TN,2016,5,40841
TN,2016,6,39877
TN,2016,7,40524
TN,2016,8,41248
TN,2016,9,39952
TN,2016,10,40267
TN,2016,11,36520
TN,2016,12,37021
TN,2017,1,39205
TN,2017,2,35091
TN,2017,3,38558
TN,2017,4,39202
TN,2017,5,42310
TN,2017,6,41871
TN,2017,7,42938
TN,2017,8,41992
TN,2017,9,40653
TN,2017,10,40889
TN,2017,11,38211
TN,2017,12,37362
TN,2018,1,36912
TN,2018,2,34407
TN,2018,3,38889
TN,2018,4,37924
TN,2018,5,41710
TN,2018,6,40649
TN,2018,7,41957
TN,2018,8,41398
TN,2018,9,39050
TN,2018,10,38267
TN,2018,11,34072
TN,2018,12,35926
TN,2019,1,36059
TN,2019,2,31706
TN,2019,3,34815
TN,2019,4,36837
TN,2019,5,39287
TN,2019,6,38085
TN,2019,7,39698
TN,2019,8,39188
TN,2019,9,37628
TN,2019,10,36472
TN,2019,11,32864
TN,2019,12,34770
TX,2006,1,24762
TX,2006,2,21482
TX,2006,3,25153
TX,2006,4,25173
TX,2006,5,26434
TX,2006,6,25706
TX,2006,7,26317
TX,2006,8,25917
TX,2006,9,24471
TX,2006,10,25194
TX,2006,11,23496
TX,2006,12,24555
TX,2007,1,24363
TX,2007,2,22453
TX,2007,3,27088
TX,2007,4,26767
TX,2007,5,29112
TX,2007,6,27443
TX,2007,7,23973
TX,2007,8,23210
TX,2007,9,21937
TX,2007,10,22274
TX,2007,11,20071
TX,2007,12,20941
TX,2008,1,20858
TX,2008,2,18910
TX,2008,3,21450
TX,2008,4,22279
TX,2008,5,23255
TX,2008,6,22332
TX,2008,7,22533
TX,2008,8,22746
TX,2008,9,21345
TX,2008,10,22365
TX,2008,11,20580
TX,2008,12,21218
TX,2009,1,20613
TX,2009,2,18260
TX,2009,3,21351
TX,2009,4,22105
TX,2009,5,22605
TX,2009,6,22256
TX,2009,7,22747
TX,2009,8,22343
TX,2009,9,20800
TX,2009,10,21092
TX,2009,11,20063
TX,2009,12,19800
TX,2010,1,19551
TX,2010,2,16266
TX,2010,3,20147
TX,2010,4,20447
TX,2010,5,21333
TX,2010,6,20454
TX,2010,7,20989
TX,2010,8,20331
TX,2010,9,19027
TX,2010,10,19776
TX,2010,11,18567
TX,2010,12,18763
TX,2011,1,18350
TX,2011,2,14800
TX,2011,3,19103
TX,2011,4,19657
TX,2011,5,20467
TX,2011,6,19917
TX,2011,7,19734
TX,2011,8,19237
TX,2011,9,18092
TX,2011,10,17958
TX,2011,11,16767
TX,2011,12,17682
TX,2012,1,17085
TX,2012,2,15074
TX,2012,3,17402
TX,2012,4,17544
TX,2012,5,17951
TX,2012,6,17627
TX,2012,7,18119
TX,2012,8,17742
TX,2012,9,16769
TX,2012,10,17897
TX,2012,11,16442
TX,2012,12,16244
TX,2013,1,14710
TX,2013,2,14089
TX,2013,3,14900
TX,2013,4,16243
TX,2013,5,17026
TX,2013,6,16308
TX,2013,7,16522
TX,2013,8,16700
TX,2013,9,15770
TX,2013,10,16614
TX,2013,11,15358
TX,2013,12,14899
TX,2014,1,16137
TX,2014,2,13684
TX,2014,3,15348
TX,2014,4,15944
TX,2014,5,16404
TX,2014,6,16006
TX,2014,7,16875
TX,2014,8,16833
TX,2014,9,16178
TX,2014,10,16484
TX,2014,11,14919
TX,2014,12,15608
TX,2015,1,16706
TX,2015,2,13530
TX,2015,3,16163
TX,2015,4,16728
TX,2015,5,17413
TX,2015,6,16806
TX,2015,7,17427
TX,2015,8,17340
TX,2015,9,16530
TX,2015,10,17035
TX,2015,11,15528
TX,2015,12,16362
TX,2016,1,16657
TX,2016,2,15002
TX,2016,3,16561
TX,2016,4,16887
TX,2016,5,17761
TX,2016,6,17190
TX,2016,7,17640
TX,2016,8,17702
TX,2016,9,17020
TX,2016,10,17087
TX,2016,11,16297
TX,2016,12,15884
TX,2017,1,20821
TX,2017,2,18990
TX,2017,3,21152
TX,2017,4,21246
TX,2017,5,23415
TX,2017,6,22743
TX,2017,7,23315
TX,2017,8,22854
TX,2017,9,22618
TX,2017,10,23685
TX,2017,11,24599
TX,2017,12,24147
TX,2018,1,27098
TX,2018,2,25509
TX,2018,3,37730
TX,2018,4,38148
TX,2018,5,40730
TX,2018,6,57713
TX,2018,7,57886
TX,2018,8,59682
TX,2018,9,56819
TX,2018,10,56735
TX,2018,11,54754
TX,2018,12,57107
TX,2019,1,66526
TX,2019,2,61064
TX,2019,3,68888
TX,2019,4,69845
TX,2019,5,78243
TX,2019,6,73812
TX,2019,7,78572
TX,2019,8,81070
TX,2019,9,81329
TX,2019,10,83020
TX,2019,11,78404
TX,2019,12,80450
UT,2006,1,12149
UT,2006,2,11116
UT,2006,3,12614
UT,2006,4,12741
UT,2006,5,12929
UT,2006,6,11687
UT,2006,7,12179
UT,2006,8,11265
UT,2006,9,11281
UT,2006,10,11657
UT,2006,11,11406
UT,2006,12,11179
UT,2007,1,11746
UT,2007,2,11086
UT,2007,3,13378
UT,2007,4,13085
UT,2007,5,13692
UT,2007,6,13346
UT,2007,7,14025
UT,2007,8,14279
UT,2007,9,13381
UT,2007,10,13975
UT,2007,11,13301
UT,2007,12,11967
UT,2008,1,12686
UT,2008,2,11671
UT,2008,3,13053
UT,2008,4,12956
UT,2008,5,13270
UT,2008,6,13049
UT,2008,7,13415
UT,2008,8,13481
UT,2008,9,12966
UT,2008,10,14021
UT,2008,11,13025
UT,2008,12,11720
UT,2009,1,12554
UT,2009,2,11201
UT,2009,3,12562
UT,2009,4,12284
UT,2009,5,12967
UT,2009,6,12730
UT,2009,7,13726
UT,2009,8,13772
UT,2009,9,12982
UT,2009,10,12889
UT,2009,11,11658
UT,2009,12,11115
UT,2010,1,11855
UT,2010,2,10788
UT,2010,3,12572
UT,2010,4,12236
UT,2010,5,12576
UT,2010,6,12785
UT,2010,7,13200
UT,2010,8,12773
UT,2010,9,12202
UT,2010,10,12662
UT,2010,11,10846
UT,2010,12,10988
UT,2011,1,10849
UT,2011,2,9698
UT,2011,3,11734
UT,2011,4,10861
UT,2011,5,11841
UT,2011,6,11727
UT,2011,7,12727
UT,2011,8,13163
UT,2011,9,12296
UT,2011,10,12702
UT,2011,11,11356
UT,2011,12,10912
UT,2012,1,11378
UT,2012,2,10918
UT,2012,3,11877
UT,2012,4,12130
UT,2012,5,13427
UT,2012,6,12678
UT,2012,7,14324
UT,2012,8,14241
UT,2012,9,12841
UT,2012,10,12998
UT,2012,11,12224
UT,2012,12,11180
UT,2013,1,10894
UT,2013,2,10890
UT,2013,3,12554
UT,2013,4,12611
UT,2013,5,13919
UT,2013,6,14032
UT,2013,7,14234
UT,2013,8,14223
UT,2013,9,12867
UT,2013,10,12817
UT,2013,11,11382
UT,2013,12,10588
UT,2014,1,10895
UT,2014,2,10515
UT,2014,3,11117
UT,2014,4,10379
UT,2014,5,12648
UT,2014,6,12352
UT,2014,7,13384
UT,2014,8,13865
UT,2014,9,13026
UT,2014,10,12850
UT,2014,11,11762
UT,2014,12,11927
UT,2015,1,12555
UT,2015,2,11562
UT,2015,3,12756
UT,2015,4,12231
UT,2015,5,13007
UT,2015,6,13147
UT,2015,7,13867
UT,2015,8,14013
UT,2015,9,13589
UT,2015,10,13512
UT,2015,11,12641
UT,2015,12,12148
UT,2016,1,11929
UT,2016,2,11696
UT,2016,3,12412
UT,2016,4,12989
UT,2016,5,13626
UT,2016,6,13492
UT,2016,7,13219
UT,2016,8,12890
UT,2016,9,12979
UT,2016,10,13742
UT,2016,11,12508
UT,2016,12,12783
UT,2017,1,12262
UT,2017,2,11896
UT,2017,3,13025
UT,2017,4,12431
UT,2017,5,13014
UT,2017,6,12765
UT,2017,7,13425
UT,2017,8,13899
UT,2017,9,13228
UT,2017,10,13345
UT,2017,11,12368
UT,2017,12,12052
UT,2018,1,12768
UT,2018,2,10498
UT,2018,3,11802
UT,2018,4,11476
UT,2018,5,12302
UT,2018,6,12082
UT,2018,7,12667
UT,2018,8,12041
UT,2018,9,11202
UT,2018,10,12343
UT,2018,11,11516
UT,2018,12,11096
UT,2019,1,10660
UT,2019,2,9762
UT,2019,3,11396
UT,2019,4,11393
UT,2019,5,12220
UT,2019,6,11822
UT,2019,7,12216
UT,2019,8,11791
UT,2019,9,11704
UT,2019,10,12078
UT,2019,11,11337
UT,2019,12,11382
VA,2006,1,37665
VA,2006,2,32437
VA,2006,3,37894
VA,2006,4,36824
VA,2006,5,40075
VA,2006,6,39659
VA,2006,7,40248
VA,2006,8,40151
VA,2006,9,38138
VA,2006,10,38517
VA,2006,11,35738
VA,2006,12,36144
VA,2007,1,36207
VA,2007,2,30737
VA,2007,3,37606
VA,2007,4,37495
VA,2007,5,40896
VA,2007,6,40738
VA,2007,7,41350
VA,2007,8,40911
VA,2007,9,38611
VA,2007,10,39686
VA,2007,11,36956
VA,2007,12,36572
VA,2009,1,34901
VA,2009,2,31604
VA,2009,3,36982
VA,2009,4,37569
VA,2009,5,38471
VA,2009,6,38806
VA,2009,7,40550
VA,2009,8,40764
VA,2009,9,37676
VA,2009,10,38186
VA,2009,11,35191
VA,2009,12,33116
VA,2010,1,33169
VA,2010,2,27231
VA,2010,3,36735
VA,2010,4,37683
VA,2010,5,38690
VA,2010,6,38271
VA,2010,7,39690
VA,2010,8,39163
VA,2010,9,36717
VA,2010,10,38283
VA,2010,11,35376
VA,2010,12,32174
VA,2011,1,33316
VA,2011,2,29768
VA,2011,3,34175
VA,2011,4,36105
VA,2011,5,38114
VA,2011,6,37852
VA,2011,7,38452
VA,2011,8,38811
VA,2011,9,35580
VA,2011,10,35949
VA,2011,11,34429
VA,2011,12,35188
VA,2012,1,34061
VA,2012,2,31153
VA,2012,3,35417
VA,2012,4,34602
VA,2012,5,37677
VA,2012,6,36662
VA,2012,7,37446
VA,2012,8,38057
VA,2012,9,35310
VA,2012,10,34924
VA,2012,11,33722
VA,2012,12,33634
VA,2013,1,34317
VA,2013,2,29184
VA,2013,3,32807
VA,2013,4,34135
VA,2013,5,36532
VA,2013,6,35293
VA,2013,7,37189
VA,2013,8,36726
VA,2013,9,34793
VA,2013,10,34934
VA,2013,11,32096
VA,2013,12,32003
VA,2014,1,30992
VA,2014,2,27746
VA,2014,3,30589
VA,2014,4,33863
VA,2014,5,36296
VA,2014,6,34492
VA,2014,7,35604
VA,2014,8,35635
VA,2014,9,33743
VA,2014,10,34721
VA,2014,11,30637
VA,2014,12,32204
VA,2015,1,31470
VA,2015,2,25253
VA,2015,3,31374
VA,2015,4,33268
VA,2015,5,34846
VA,2015,6,34132
VA,2015,7,35738
VA,2015,8,35219
VA,2015,9,33064
VA,2015,10,34124
VA,2015,11,31835
VA,2015,12,33233
VA,2016,1,29882
VA,2016,2,28751
VA,2016,3,33445
VA,2016,4,33683
VA,2016,5,34893
VA,2016,6,33092
VA,2016,7,34795
VA,2016,8,35600
VA,2016,9,33424
VA,2016,10,34757
VA,2016,11,31900
VA,2016,12,33249
VA,2017,1,32290
VA,2017,2,29994
VA,2017,3,32077
VA,2017,4,32089
VA,2017,5,33152
VA,2017,6,34411
VA,2017,7,34614
VA,2017,8,35523
VA,2017,9,33754
VA,2017,10,34393
VA,2017,11,30713
VA,2017,12,31849
VA,2018,1,30090
VA,2018,2,29517
VA,2018,3,31014
VA,2018,4,31229
VA,2018,5,33500
VA,2018,6,32391
VA,2018,7,33862
VA,2018,8,33732
VA,2018,9,31057
VA,2018,10,33055
VA,2018,11,29760
VA,2018,12,30361
VA,2019,1,30411
VA,2019,2,27310
VA,2019,3,30013
VA,2019,4,30929
VA,2019,5,33348
VA,2019,6,32118
VA,2019,7,32627
VA,2019,8,32976
VA,2019,9,32381
VA,2019,10,32577
VA,2019,11,29507
VA,2019,12,31498
VT,2006,1,2354
VT,2006,2,2084
VT,2006,3,2273
VT,2006,4,2277
VT,2006,5,2417
VT,2006,6,2563
VT,2006,7,2911
VT,2006,8,2843
VT,2006,9,2556
VT,2006,10,2610
VT,2006,11,2582
VT,2006,12,2066
VT,2007,1,2047
VT,2007,2,1599
VT,2007,3,2150
VT,2007,4,2157
VT,2007,5,2371
VT,2007,6,2586
VT,2007,7,2822
VT,2007,8,2831
VT,2007,9,2559
VT,2007,10,2664
VT,2007,11,2317
VT,2007,12,1901
VT,2008,1,2037
VT,2008,2,1675
VT,2008,3,2040
VT,2008,4,2311
VT,2008,5,2164
VT,2008,6,2425
VT,2008,7,3156
VT,2008,8,3022
VT,2008,9,2906
VT,2008,10,2678
VT,2008,11,2354
VT,2008,12,1901
VT,2009,1,1916
VT,2009,2,1862
VT,2009,3,2193
VT,2009,4,2427
VT,2009,5,2565
VT,2009,6,2466
VT,2009,7,2559
VT,2009,8,2630
VT,2009,9,2627
VT,2009,10,2521
VT,2009,11,2351
VT,2009,12,1961
VT,2010,1,2061
VT,2010,2,1926
VT,2010,3,2152
VT,2010,4,2242
VT,2010,5,2448
VT,2010,6,2249
VT,2010,7,2303
VT,2010,8,1892
VT,2010,9,1886
VT,2010,10,2352
VT,2010,11,2097
VT,2010,12,1876
VT,2011,1,1879
VT,2011,2,1505
VT,2011,3,1920
VT,2011,4,2187
VT,2011,5,2094
VT,2011,6,2506
VT,2011,7,2753
VT,2011,8,2815
VT,2011,9,2459
VT,2011,10,2475
VT,2011,11,2153
VT,2011,12,2062
VT,2012,1,2115
VT,2012,2,2003
VT,2012,3,2341
VT,2012,4,2364
VT,2012,5,2489
VT,2012,6,2552
VT,2012,7,2541
VT,2012,8,2730
VT,2012,9,2398
VT,2012,10,2427
VT,2012,11,2164
VT,2012,12,2024
VT,2013,1,2149
VT,2013,2,1807
VT,2013,3,2061
VT,2013,4,2023
VT,2013,5,1997
VT,2013,6,1971
VT,2013,7,2395
VT,2013,8,2312
VT,2013,9,2073
VT,2013,10,2137
VT,2013,11,1730
VT,2013,12,1555
VT,2014,1,1518
VT,2014,2,1366
VT,2014,3,1405
VT,2014,4,1449
VT,2014,5,1355
VT,2014,6,1364
VT,2014,7,1709
VT,2014,8,1804
VT,2014,9,1622
VT,2014,10,1588
VT,2014,11,1248
VT,2014,12,851
VT,2015,1,661
VT,2015,2,533
VT,2015,3,706
VT,2015,4,726
VT,2015,5,809
VT,2015,6,852
VT,2015,7,910
VT,2015,8,1133
VT,2015,9,1132
VT,2015,10,1221
VT,2015,11,1452
VT,2015,12,1584
VT,2016,1,1409
VT,2016,2,1292
VT,2016,3,1496
VT,2016,4,1553
VT,2016,5,1538
VT,2016,6,1559
VT,2016,7,1911
VT,2016,8,1913
VT,2016,9,1628
VT,2016,10,1628
VT,2016,11,1151
VT,2016,12,586
VT,2017,1,1220
VT,2017,2,1234
VT,2017,3,1345
VT,2017,4,1580
VT,2017,5,1772
VT,2017,6,1608
VT,2017,7,1786
VT,2017,8,1792
VT,2017,9,1799
VT,2017,10,1791
VT,2017,11,1464
VT,2017,12,1392
VT,2018,1,1280
VT,2018,2,1233
VT,2018,3,1374
VT,2018,4,1239
VT,2018,5,1361
VT,2018,6,1541
VT,2018,7,1577
VT,2018,8,1693
VT,2018,9,1718
VT,2018,10,1634
VT,2018,11,1404
VT,2018,12,1406
VT,2019,1,1327
VT,2019,2,1208
VT,2019,3,1411
VT,2019,4,1503
VT,2019,5,1680
VT,2019,6,1636
VT,2019,7,1970
VT,2019,8,1840
VT,2019,9,1770
VT,2019,10,1670
VT,2019,11,1342
VT,2019,12,1294
WA,2006,1,222
WA,2006,2,217
WA,2006,3,212
WA,2006,4,255
WA,2006,5,228
WA,2006,6,189
WA,2006,7,266
WA,2006,8,286
WA,2006,9,227
WA,2006,10,153
WA,2006,11,226
WA,2006,12,235
WA,2007,1,5711
WA,2007,2,5327
WA,2007,3,5993
WA,2007,4,5887
